season	profanities
1	0.0
2	0.0
3	25.641025641025642
4	0.0
5	0.0
6	0.0
7	90.9090909090909
8	0
9	60.60606060606061
10	30.927835051546392
11	0
12	0.0
13	10.60070671378092
14	0.0
15	60.60606060606061
16	0.0
17	34.7394540942928
18	0.0
