season	words
1	2.6038036443293837
2	0.46148272983572475
3	0.06692521536191097
4	1.2531452787710238
5	0.20490123760347512
6	0.31140856459577104
7	0.07384615384615385
8	0.5744835510117945
9	0.3632752900147732
10	0.0025025025025025025
11	1.1573604060913705
12	1.5925994060602875
13	1.1446918405807218
14	0.6526950371442812
15	0.2846704939033069
16	0.06942449487695107
17	2.7229725524366715
18	1.158468591252633
