season	words
1	0.6048989345813004
2	1.1859948654139958
3	2.9224010708034456
4	1.5593961064759634
5	0.9732808786165068
6	3.915833663093784
7	4.002051282051282
8	3.226487208947874
9	6.030369814245235
10	3.1156156156156154
11	5.535532994923858
12	4.7620299072297705
13	5.437286242758428
14	7.015878290176346
15	5.185747497271908
16	5.1996552714737145
17	4.387875770212236
18	7.9544046586544415
