season	profanities
1	8.62663906142167
2	11.325503355704697
3	19.10828025477707
4	14.492753623188406
5	43.53312302839117
6	18.973214285714285
7	16.740088105726873
8	17.857142857142858
9	40.0
10	0
11	0
12	4.901960784313726
13	0.0
14	2.9411764705882355
15	13.793103448275861
16	0.0
17	0.0
18	10.169491525423728
