season	words
1	1.54
2	0.61
3	0.65
4	0.26
5	0.12
6	0.15
7	0.27
8	0.59
9	0.24
10	0.43
11	0.3
12	0.32
13	1.0
14	0.57
15	0.33
16	0.41
17	0.65
18	0.31
