season	words
1	1.62
2	0.98
3	0.76
4	1.66
5	0.5
6	0.0
7	0.23
8	0.0
9	0.75
10	0.0
11	0.0
12	0.0
13	0.0
14	0.0
15	0.0
16	0.0
17	0.65
18	0.0
