season	words
1	0.16
2	0.32
3	0.25
4	1.21
5	2.11
6	1.24
7	0.45
8	1.23
9	1.02
10	0.66
11	0.14
12	0.0
13	0.12
14	0.0
15	0.43
16	0.0
17	0.0
18	0.17
