season	words
1	0.07
2	0.0
3	0.03
4	0.02
5	0.06
6	0.24
7	0.0
8	0.02
9	0.0
10	0.05
11	0.0
12	0.0
13	0.0
14	0.43
15	0.02
16	0.05
17	0.0
18	0.0
