season	words
1	0.64
2	0.79
3	0.0
4	0.1
5	0.12
6	0.0
7	0.45
8	0.0
9	0.15
10	0.13
11	0.0
12	0.0
13	0.12
14	0.21
15	0.14
16	0.0
17	0.0
18	0.0
