season	words
1	0.27
2	0.0
3	0.33
4	0.07
5	0.23
6	0.28
7	0.53
8	0.19
9	0.39
10	0.23
11	0.25
12	0.0
13	0.42
14	0.17
15	0.24
16	0.1
17	0.09
18	0.09
