season	words
1	0.0
2	4.32
3	7.56
4	10.37
5	5.95
6	0.0
7	12.27
8	0.0
9	44.44
10	20.0
11	46.15
12	12.61
13	0.0
14	38.96
15	38.46
16	10.82
17	0.0
18	26.79
