word	count
hell	58
gay	39
ass	34
jew	26
butt	24
asshole	22
fuck	16
crippled	15
goddamnit	15
goddamned	15
metrosexual	15
crap	13
bitch	13
queer	12
damn	10
dick	10
dammit	9
bastards	8
shit	8
balls	8
damnit	8
fucking	7
fat	7
shitty	6
turd	5
jewish	5
sex	5
assholes	4
gays	4
fag	4
retard	3
damned	3
pussy	3
metrosexuals	3
fuckin	3
jews	3
butthole	3
gayer	3
bastard	3
goddamn	2
scum	2
dildo	2
douche	2
ho	2
nuts	2
dickhead	2
bitches	2
faggy	2
bullshit	2
retarded	2
goddammit	2
itits	2
nigga	1
ginger	1
bitchll	1
cccrippled	1
bullcrap	1
crappy	1
dickinson	1
bbutthole	1
vagina	1
sexier	1
ggay	1
mothafucka	1
cripple	1
niggaz	1
gayness	1
anal	1
gaywads	1
whore	1
retards	1
condominium	1
crappiest	1
muthafucka	1
penis	1
hancock	1
craps	1
bisexual	1
fags	1
motherfucker	1
gaywad	1
farts	1
boobs	1
gingerly	1
raped	1
artwhore	1
