word	count
fuck	52
shit	38
hell	31
cock	22
fucking	19
dick	13
fuckin	12
balls	11
damn	11
ass	10
bitch	10
asshole	8
crap	7
fat	7
boner	7
douchebag	7
damned	5
sex	5
cisginger	4
transginger	4
gay	4
pussy	4
raped	4
poppycock	3
penis	3
damnit	3
ho	3
dicks	3
butthole	3
jew	3
bullshit	3
goddamnit	3
sexual	3
crippled	2
bastard	2
cisgingers	2
vagina	2
rectal	2
nuts	2
titties	2
assholes	2
bitches	2
tits	2
vaginal	2
queef	1
boobie	1
gaywads	1
ginger	1
goddamned	1
horsedick	1
bastards	1
fuckup	1
molesting	1
shitty	1
poo	1
douchebags	1
horny	1
fart	1
butt	1
jewy	1
sexually	1
motherfucker	1
horseshit	1
transgingers	1
boobs	1
fatso	1
queefs	1
titty	1
scumbag	1
analogy	1
shitter	1
ballsboner	1
boners	1
