episode	words
80	0.26
81	0.0
82	0.26
83	0.51
84	0.0
85	0.0
86	0.0
87	0.0
88	0.0
89	0.3
90	0.0
91	0.6
92	0.3
93	0.0
94	0.27
95	0.0
96	0.0
