episode	words
14	0.0
15	0.27
16	0.33
17	0.57
18	1.75
19	0.26
20	0.98
21	0.94
22	0.6
23	1.32
24	0.57
25	0.5
26	2.16
27	0.0
28	1.22
29	1.03
30	0.79
31	1.66
