character	episode	words	profanities
6	118	0.0	0
7	118	8.64	7.35
8	118	0.0	0
9	118	0.0	0
10	118	0.0	0
11	118	0.03	0
1	119	11.59	56.5
2	119	11.17	67.45
3	119	11.62	33.8
4	119	0.36	181.82
5	119	2.1	93.75
6	119	0.0	0
7	119	5.57	23.53
8	119	0.26	0
9	119	0.0	0
10	119	1.05	0
11	119	0.0	0
1	120	14.52	20.36
2	120	18.92	3.91
3	120	9.94	7.43
4	120	0.0	0
5	120	0.41	0
6	120	2.07	0
7	120	21.03	0
8	120	0.0	0
9	120	0.0	0
10	120	0.0	0
11	120	0.0	0
1	121	16.29	24.83
2	121	12.68	0
3	121	16.88	6.54
4	121	0.92	0
5	121	7.79	0
6	121	0.0	0
7	121	0.0	0
8	121	0.0	0
9	121	0.0	0
10	121	0.51	0
11	121	0.0	0
1	122	24.24	10.34
2	122	11.53	2.72
3	122	16.66	5.64
4	122	0.31	0
5	122	8.08	7.75
6	122	0.0	0
7	122	0.0	0
8	122	0.0	0
9	122	0.0	0
10	122	0.25	0
11	122	2.38	0
1	123	2.31	101.45
2	123	0.0	0
3	123	0.1	0
4	123	0.0	0
5	123	7.25	0
6	123	0.0	0
7	123	0.13	0
8	123	7.92	21.1
9	123	0.0	0
10	123	0.1	0
11	123	0.0	0
1	124	19.98	5.14
2	124	11.32	15.11
3	124	1.54	22.22
4	124	0.17	0
5	124	1.16	0
6	124	0.0	0
7	124	0.0	0
8	124	0.0	0
9	124	0.0	0
10	124	0.27	0
11	124	0.21	0
1	125	2.13	0
2	125	6.43	25.51
3	125	14.6	11.24
4	125	0.0	0
5	125	0.49	0
6	125	0.0	0
7	125	0.0	0
8	125	0.0	0
9	125	0.69	0
10	125	0.33	0
11	125	0.0	0
1	126	1.5	116.28
2	126	13.34	20.89
3	126	3.66	0
4	126	0.0	0
5	126	0.49	0
6	126	0.0	0
7	126	0.07	0
8	126	0.0	0
9	126	1.74	40.0
10	126	0.1	0
11	126	0.1	0
1	127	42.18	5.28
2	127	2.29	0
3	127	6.81	9.35
4	127	0.03	1000.0
5	127	0.13	0
6	127	1.27	25.0
7	127	5.44	5.85
8	127	0.0	0
9	127	0.0	0
10	127	0.0	0
11	127	0.0	0
1	128	28.43	7.0
2	128	10.52	18.93
3	128	19.94	4.99
4	128	0.2	0
5	128	0.0	0
6	128	0.0	0
7	128	0.0	0
8	128	0.0	0
9	128	0.0	0
10	128	0.0	0
11	128	0.0	0
1	129	14.04	9.8
2	129	5.99	11.49
3	129	3.61	0
4	129	1.58	21.74
5	129	0.0	0
6	129	0.0	0
7	129	0.0	0
8	129	0.0	0
9	129	0.0	0
10	129	0.0	0
11	129	0.0	0
1	130	5.91	25.64
2	130	8.03	9.43
3	130	9.05	16.74
4	130	0.0	0
5	130	2.16	0
6	130	0.0	0
7	130	16.51	4.59
8	130	0.0	0
9	130	0.0	0
10	130	0.3	0
11	130	1.14	0
1	131	36.61	14.18
2	131	4.91	14.08
3	131	5.26	13.16
4	131	0.42	166.67
5	131	21.52	4.82
6	131	0.0	0
7	131	0.0	0
8	131	0.0	0
9	131	0.0	0
10	131	0.55	0
11	131	0.38	0
1	132	8.31	22.99
2	132	1.12	0
3	132	1.12	0
4	132	0.0	0
5	132	5.42	17.65
6	132	0.0	0
7	132	0.0	0
8	132	0.0	0
9	132	0.0	0
10	132	0.0	0
11	132	0.06	0
1	133	15.87	33.9
2	133	7.03	10.93
3	133	17.33	4.43
4	133	0.0	0
5	133	0.46	0
6	133	0.0	0
7	133	18.18	4.23
8	133	0.0	0
9	133	0.0	0
10	133	0.0	0
11	133	0.0	0
1	134	22.34	9.68
2	134	4.86	7.41
3	134	8.72	0
4	134	0.0	0
5	134	10.77	0
6	134	0.0	0
7	134	0.0	0
8	134	2.31	0
9	134	0.0	0
10	134	4.18	8.62
11	134	1.15	31.25
1	135	4.13	7.63
2	135	13.37	4.72
3	135	10.56	8.96
4	135	0.16	0
5	135	0.0	0
6	135	0.0	0
7	135	0.44	0
8	135	2.71	0
9	135	0.0	0
10	135	0.0	0
11	135	0.0	0
1	136	43.61	34.59
2	136	13.81	29.13
3	136	6.5	36.08
4	136	0.37	0
5	136	0.3	111.11
6	136	0.0	0
7	136	0.0	0
8	136	0.0	0
9	136	0.0	0
10	136	1.51	66.67
11	136	0.34	100.0
1	137	1.96	30.77
2	137	3.02	0
3	137	19.27	1.57
4	137	0.06	0
5	137	0.0	0
6	137	0.0	0
7	137	7.04	0
8	137	0.0	0
9	137	0.0	0
10	137	0.0	0
11	137	0.0	0
1	138	5.37	6.49
2	138	24.36	4.29
3	138	7.39	0
4	138	0.24	142.86
5	138	1.46	0
6	138	0.0	0
7	138	0.0	0
8	138	0.0	0
9	138	0.0	0
10	138	1.5	0
11	138	2.3	0
1	139	1.82	0
2	139	1.92	0
3	139	16.71	4.02
4	139	0.0	0
5	139	0.0	0
6	139	0.0	0
7	139	39.03	6.03
8	139	0.0	0
9	139	0.0	0
10	139	0.0	0
11	139	0.0	0
1	140	6.28	60.98
2	140	18.0	12.77
3	140	9.88	15.5
4	140	0.38	0
5	140	0.42	0
6	140	8.73	35.09
7	140	3.98	0
8	140	0.0	0
9	140	0.0	0
10	140	1.15	33.33
11	140	0.0	0
1	141	11.41	19.89
2	141	7.16	9.05
3	141	11.15	2.91
4	141	0.0	0
5	141	4.05	16.0
6	141	0.0	0
7	141	7.36	17.62
8	141	0.0	0
9	141	0.0	0
10	141	0.84	0
11	141	0.49	0
1	142	22.84	6.13
2	142	15.69	4.46
3	142	3.82	0
4	142	0.07	0
5	142	0.0	0
6	142	0.0	0
7	142	7.92	4.42
8	142	0.04	0
9	142	0.0	0
10	142	0.0	0
11	142	0.0	0
1	143	29.87	8.68
2	143	13.67	21.33
3	143	0.0	0
4	143	0.0	0
5	143	0.0	0
6	143	0.0	0
7	143	0.0	0
8	143	0.0	0
9	143	0.0	0
10	143	0.0	0
11	143	0.0	0
1	144	0.0	0
2	144	0.0	0
3	144	0.0	0
4	144	0.0	0
5	144	0.0	0
6	144	0.0	0
7	144	0.0	0
8	144	0.0	0
9	144	0.0	0
10	144	0.0	0
11	144	0.0	0
1	145	18.73	15.44
2	145	11.28	16.03
3	145	13.31	8.15
4	145	0.8	45.45
5	145	0.07	0
6	145	0.0	0
7	145	1.81	0
8	145	0.0	0
9	145	0.0	0
10	145	0.0	0
11	145	0.0	0
1	146	41.21	12.67
2	146	0.49	0
3	146	0.81	0
4	146	0.06	500.0
5	146	0.73	0
6	146	0.0	0
7	146	0.0	0
8	146	0.0	0
9	146	0.0	0
10	146	0.0	0
11	146	0.12	0
1	147	31.18	14.29
2	147	7.94	4.67
3	147	10.76	3.45
4	147	0.45	83.33
5	147	2.08	0
6	147	0.0	0
7	147	11.54	3.22
8	147	0.0	0
9	147	0.0	0
10	147	1.37	0
11	147	0.85	0
1	148	17.63	7.33
2	148	11.72	24.79
3	148	9.75	3.31
4	148	0.0	0
5	148	1.65	19.61
6	148	0.0	0
7	148	0.52	0
8	148	0.0	0
9	148	0.0	0
10	148	0.13	0
11	148	0.0	0
1	149	30.16	17.6
2	149	17.19	13.51
3	149	0.46	0
4	149	0.03	0
5	149	1.09	0
6	149	0.0	0
7	149	0.6	0
8	149	0.0	0
9	149	0.0	0
10	149	0.0	0
11	149	0.0	0
1	150	4.94	15.87
2	150	2.43	16.13
3	150	1.37	0
4	150	0.0	0
5	150	6.59	17.86
6	150	0.0	0
7	150	1.22	0
8	150	0.0	0
9	150	0.0	0
10	150	0.0	0
11	150	0.0	0
1	151	18.85	4.2
2	151	1.35	29.41
3	151	1.62	0
4	151	0.04	0
5	151	4.95	0
6	151	0.0	0
7	151	0.0	0
8	151	0.0	0
9	151	0.0	0
10	151	0.0	0
11	151	0.0	0
1	152	23.27	26.87
2	152	1.63	42.55
3	152	0.0	0
4	152	0.0	0
5	152	1.18	0
6	152	0.0	0
7	152	0.0	0
8	152	0.0	0
9	152	0.0	0
10	152	0.0	0
11	152	0.0	0
1	153	0.0	0
2	153	1.89	0
3	153	31.1	4.23
4	153	0.0	0
5	153	0.0	0
6	153	0.0	0
7	153	11.49	0
8	153	0.0	0
9	153	0.0	0
10	153	0.0	0
11	153	0.0	0
1	154	9.56	15.09
2	154	1.52	0
3	154	10.03	3.6
4	154	0.0	0
5	154	0.61	0
6	154	0.0	0
7	154	22.19	21.14
8	154	0.0	0
9	154	0.0	0
10	154	0.0	0
11	154	0.32	0
1	155	42.45	19.19
2	155	5.56	20.94
3	155	1.45	0
4	155	0.2	285.71
5	155	11.46	2.54
6	155	0.0	0
7	155	0.0	0
8	155	0.0	0
9	155	0.0	0
10	155	0.03	0
11	155	0.0	0
1	156	24.28	9.33
2	156	6.42	5.88
3	156	2.38	0
4	156	0.6	125.0
5	156	1.28	0
6	156	0.0	0
7	156	0.0	0
8	156	0.0	0
9	156	0.0	0
10	156	4.87	0
11	156	3.74	0
1	157	24.53	3.92
2	157	11.71	2.74
3	157	2.02	0
4	157	0.0	0
5	157	1.35	0
6	157	0.0	0
7	157	0.0	0
8	157	0.0	0
9	157	0.0	0
10	157	0.0	0
11	157	0.0	0
1	158	2.13	18.52
2	158	4.9	32.26
3	158	21.87	0
4	158	0.0	0
5	158	0.0	0
6	158	0.0	0
7	158	21.63	7.3
8	158	0.0	0
9	158	0.0	0
10	158	0.0	0
11	158	0.0	0
1	159	5.28	20.13
2	159	3.01	23.53
3	159	2.76	0
4	159	0.35	0
5	159	0.82	43.48
6	159	0.0	0
7	159	0.0	0
8	159	0.0	0
9	159	0.0	0
10	159	0.18	0
11	159	0.0	0
1	160	12.62	14.71
2	160	11.21	19.87
3	160	9.94	0
4	160	0.78	47.62
5	160	0.63	0
6	160	0.0	0
7	160	9.05	4.1
8	160	0.0	0
9	160	0.0	0
10	160	0.15	0
11	160	0.0	0
1	161	42.23	47.22
2	161	9.46	17.01
3	161	0.0	0
4	161	0.0	0
5	161	0.96	0
6	161	0.0	0
7	161	0.0	0
8	161	0.0	0
9	161	0.0	0
10	161	0.0	0
11	161	3.15	71.43
1	162	0.0	0
2	162	0.0	0
3	162	10.53	21.05
4	162	0.0	0
5	162	0.0	0
6	162	0.0	0
7	162	23.68	10.92
8	162	0.0	0
9	162	0.0	0
10	162	0.0	0
11	162	0.0	0
1	163	20.45	33.14
2	163	13.79	20.23
3	163	3.87	20.62
4	163	0.0	0
5	163	9.88	16.13
6	163	0.0	0
7	163	0.0	0
8	163	0.0	0
9	163	0.0	0
10	163	0.64	0
11	163	0.52	76.92
1	164	17.79	32.32
2	164	6.18	11.63
3	164	3.63	0
4	164	0.0	0
5	164	5.82	0
6	164	0.0	0
7	164	0.0	0
8	164	0.0	0
9	164	0.0	0
10	164	0.0	0
11	164	0.0	0
1	165	17.93	28.4
2	165	16.65	21.83
3	165	6.51	0
4	165	0.0	0
5	165	4.51	16.13
6	165	0.0	0
7	165	0.0	0
8	165	0.0	0
9	165	0.0	0
10	165	0.0	0
11	165	0.0	0
1	166	2.41	32.26
2	166	12.45	12.5
3	166	25.6	4.56
4	166	0.0	0
5	166	3.07	12.66
6	166	0.0	0
7	166	5.18	0
8	166	0.0	0
9	166	0.0	0
10	166	0.0	0
11	166	1.32	0
1	167	15.94	23.4
2	167	11.94	2.84
3	167	9.23	0
4	167	0.37	0
5	167	5.33	6.37
6	167	0.0	0
7	167	0.0	0
8	167	15.47	0
9	167	0.0	0
10	167	3.83	0
11	167	2.48	27.4
1	168	34.56	20.75
2	168	12.47	10.96
3	168	2.08	16.39
4	168	0.0	0
5	168	3.28	0
6	168	0.0	0
7	168	0.0	0
8	168	0.0	0
9	168	0.0	0
10	168	0.03	0
11	168	0.0	0
1	169	1.31	62.5
2	169	14.21	8.65
3	169	11.55	7.09
4	169	0.0	0
5	169	3.4	0
6	169	0.0	0
7	169	4.83	8.47
8	169	0.0	0
9	169	0.0	0
10	169	0.0	0
11	169	0.0	0
1	170	17.39	16.9
2	170	12.25	4.0
3	170	8.33	5.88
4	170	5.68	86.21
5	170	2.89	0
6	170	0.0	0
7	170	0.88	55.56
8	170	0.0	0
9	170	0.0	0
10	170	0.0	0
11	170	0.0	0
1	171	3.27	44.44
2	171	12.12	2.99
3	171	3.12	0
4	171	0.0	0
5	171	7.8	106.98
6	171	0.0	0
7	171	0.0	0
8	171	0.0	0
9	171	0.0	0
10	171	0.0	0
11	171	0.04	0
1	172	32.61	0
2	172	2.24	16.39
3	172	0.22	0
4	172	0.18	0
5	172	0.96	38.46
6	172	0.26	0
7	172	0.0	0
8	172	0.0	0
9	172	2.57	14.29
10	172	0.0	0
11	172	0.0	0
1	173	0.0	0
2	173	1.77	0
3	173	3.46	0
4	173	0.0	0
5	173	0.0	0
6	173	0.0	0
7	173	32.43	10.4
8	173	0.0	0
9	173	0.51	0
10	173	0.0	0
11	173	0.0	0
1	174	19.54	13.45
2	174	3.15	0
3	174	7.32	0
4	174	0.85	38.46
5	174	9.06	0
6	174	0.0	0
7	174	0.0	0
8	174	2.0	16.39
9	174	4.43	0
10	174	0.0	0
11	174	0.33	0
1	175	41.59	18.42
2	175	10.69	13.65
3	175	8.83	8.26
4	175	0.04	1000.0
5	175	8.65	4.22
6	175	0.0	0
7	175	0.0	0
8	175	0.0	0
9	175	0.0	0
10	175	0.62	0
11	175	0.0	0
1	176	44.56	21.11
2	176	0.26	0
3	176	1.73	0
4	176	0.0	0
5	176	6.81	27.62
6	176	0.0	0
7	176	0.0	0
8	176	16.82	26.85
9	176	3.99	9.43
10	176	2.56	0
11	176	2.15	17.54
1	177	6.87	36.27
2	177	5.69	12.5
3	177	13.34	10.67
4	177	1.74	61.22
5	177	0.0	0
6	177	0.0	0
7	177	6.01	0
8	177	0.0	0
9	177	0.28	0
10	177	0.0	0
11	177	9.5	14.98
1	178	4.57	17.09
2	178	4.37	8.93
3	178	9.88	3.95
4	178	0.55	142.86
5	178	0.08	0
6	178	0.0	0
7	178	17.41	0
8	178	0.0	0
9	178	0.62	0
10	178	0.0	0
11	178	20.3	0
1	179	0.27	0
2	179	7.01	5.43
3	179	3.66	10.42
4	179	0.0	0
5	179	0.46	0
6	179	0.0	0
7	179	11.12	44.52
8	179	0.0	0
9	179	0.88	0
10	179	0.0	0
11	179	0.0	0
1	180	7.64	14.81
2	180	4.92	5.75
3	180	26.0	4.35
4	180	0.76	0
5	180	1.73	0
6	180	0.0	0
7	180	0.0	0
8	180	2.77	0
9	180	1.08	0
10	180	0.42	0
11	180	0.03	0
1	181	3.73	38.1
2	181	0.53	0
3	181	0.6	0
4	181	0.0	0
5	181	24.8	0
6	181	0.0	0
7	181	0.0	0
8	181	0.0	0
9	181	0.0	0
10	181	0.0	0
11	181	0.0	0
1	182	9.82	34.48
2	182	6.37	19.32
3	182	6.19	9.95
4	182	7.39	37.5
5	182	3.69	33.33
6	182	0.0	0
7	182	0.0	0
8	182	0.0	0
9	182	0.0	0
10	182	0.0	0
11	182	0.12	0
1	183	19.5	19.54
2	183	1.24	25.64
3	183	0.64	0
4	183	0.0	0
5	183	0.0	0
6	183	0.0	0
7	183	0.0	0
8	183	0.29	0
9	183	0.25	0
10	183	0.38	0
11	183	0.0	0
1	184	7.9	28.93
2	184	12.02	2.72
3	184	8.98	0
4	184	0.0	0
5	184	1.05	0
6	184	0.0	0
7	184	21.36	4.59
8	184	0.0	0
9	184	0.82	0
10	184	0.33	0
11	184	0.0	0
1	185	10.86	32.47
2	185	1.31	0
3	185	4.66	0
4	185	0.0	0
5	185	2.79	0
6	185	0.0	0
7	185	13.02	10.84
8	185	1.98	17.86
9	185	0.46	0
10	185	0.71	50.0
11	185	0.42	0
1	186	32.41	19.33
2	186	4.78	17.86
3	186	0.09	0
4	186	0.0	0
5	186	1.77	32.26
6	186	0.0	0
7	186	0.0	0
8	186	0.37	153.85
9	186	0.2	0
10	186	0.28	0
11	186	1.05	0
1	187	0.0	0
2	187	0.0	0
3	187	7.66	4.61
4	187	0.0	0
5	187	0.0	0
6	187	0.0	0
7	187	36.5	6.77
8	187	0.0	0
9	187	0.35	0
10	187	0.0	0
11	187	0.0	0
1	188	46.75	24.52
2	188	10.63	13.07
3	188	0.87	0
4	188	0.0	0
5	188	8.68	4.0
6	188	0.0	0
7	188	0.0	0
8	188	0.0	0
9	188	0.0	0
10	188	2.71	0
11	188	0.0	0
1	189	12.27	5.62
2	189	12.58	10.96
3	189	6.72	10.26
4	189	0.31	222.22
5	189	0.0	0
6	189	0.0	0
7	189	0.0	0
8	189	0.0	0
9	189	0.0	0
10	189	0.0	0
11	189	0.0	0
1	190	4.19	14.81
2	190	3.42	0
3	190	1.62	38.46
4	190	0.06	0
5	190	45.42	25.31
6	190	0.0	0
7	190	0.0	0
8	190	0.12	0
9	190	0.71	0
10	190	1.62	0
11	190	0.06	0
1	191	28.04	11.88
2	191	8.54	3.55
3	191	12.72	4.76
4	191	1.0	30.3
5	191	4.21	0
6	191	0.0	0
7	191	0.0	0
8	191	0.0	0
9	191	0.0	0
10	191	0.0	0
11	191	0.0	0
1	192	13.79	19.07
2	192	1.54	0
3	192	25.96	11.58
4	192	0.9	0
5	192	2.22	0
6	192	0.0	0
7	192	2.7	0
8	192	0.0	0
9	192	0.0	0
10	192	0.0	0
11	192	0.0	0
1	193	10.09	60.61
2	193	4.47	59.83
3	193	16.7	43.48
4	193	0.34	222.22
5	193	6.38	17.96
6	193	0.0	0
7	193	1.26	60.61
8	193	0.0	0
9	193	0.0	0
10	193	0.0	0
11	193	0.0	0
1	194	48.37	5.57
2	194	0.75	0
3	194	4.31	18.75
4	194	0.0	0
5	194	6.19	8.7
6	194	0.0	0
7	194	0.0	0
8	194	11.04	4.88
9	194	0.0	0
10	194	0.0	0
11	194	0.0	0
1	195	27.8	0
2	195	11.08	17.75
3	195	8.95	0
4	195	0.0	0
5	195	4.2	0
6	195	0.0	0
7	195	5.74	0
8	195	0.0	0
9	195	0.0	0
10	195	0.0	0
11	195	0.0	0
1	196	4.38	0
2	196	5.85	17.14
3	196	2.04	16.39
4	196	0.8	125.0
5	196	7.42	0
6	196	0.0	0
7	196	0.9	37.04
8	196	0.0	0
9	196	0.0	0
10	196	0.0	0
11	196	0.0	0
1	197	15.33	23.76
2	197	7.35	13.51
3	197	10.46	22.15
4	197	0.83	120.0
5	197	11.56	5.73
6	197	0.0	0
7	197	4.67	7.09
8	197	0.0	0
9	197	4.37	0
10	197	0.13	0
11	197	0.0	0
1	198	22.3	31.1
2	198	0.99	0
3	198	0.95	0
4	198	0.0	0
5	198	0.0	0
6	198	0.0	0
7	198	25.18	8.7
8	198	0.0	0
9	198	0.0	0
10	198	0.0	0
11	198	0.0	0
1	199	19.96	15.96
2	199	21.2	6.68
3	199	22.15	23.96
4	199	0.11	0
5	199	0.0	0
6	199	0.0	0
7	199	5.06	0
8	199	4.14	8.55
9	199	0.0	0
10	199	0.0	0
11	199	0.0	0
1	200	10.07	18.29
2	200	3.72	8.26
3	200	7.25	4.24
4	200	0.0	0
5	200	0.4	0
6	200	0.0	0
7	200	11.82	5.19
8	200	0.0	0
9	200	3.78	8.13
10	200	0.0	0
11	200	0.0	0
1	201	6.76	32.26
2	201	10.25	14.18
3	201	8.29	21.93
4	201	0.22	0
5	201	0.0	0
6	201	0.0	0
7	201	2.18	16.67
8	201	0.0	0
9	201	2.47	0
10	201	0.0	0
11	201	0.0	0
1	202	5.51	20.41
2	202	4.27	26.32
3	202	4.16	0
4	202	0.0	0
5	202	6.34	0
6	202	0.0	0
7	202	0.0	0
8	202	0.0	0
9	202	0.0	0
10	202	0.0	0
11	202	0.0	0
1	203	46.1	17.65
2	203	1.82	0
3	203	1.41	22.22
4	203	2.69	139.53
5	203	12.02	28.65
6	203	0.0	0
7	203	0.0	0
8	203	0.0	0
9	203	0.0	0
10	203	0.0	0
11	203	0.0	0
1	204	18.13	19.61
2	204	11.09	14.58
3	204	5.62	17.24
4	204	0.19	166.67
5	204	0.9	0
6	204	0.0	0
7	204	15.77	2.05
8	204	0.0	0
9	204	0.55	0
10	204	0.0	0
11	204	0.0	0
1	205	1.18	48.78
2	205	1.06	0
3	205	15.07	5.73
4	205	0.0	0
5	205	0.58	0
6	205	0.0	0
7	205	4.23	13.61
8	205	4.54	0
9	205	0.0	0
10	205	0.0	0
11	205	0.0	0
1	206	5.72	0
2	206	0.0	0
3	206	1.53	0
4	206	0.0	0
5	206	0.0	0
6	206	0.0	0
7	206	2.37	0
8	206	0.0	0
9	206	0.0	0
10	206	0.0	0
11	206	0.0	0
1	207	0.0	0
2	207	0.0	0
3	207	0.0	0
4	207	0.0	0
5	207	0.0	0
6	207	0.0	0
7	207	0.0	0
8	207	0.0	0
9	207	0.0	0
10	207	0.0	0
11	207	0.0	0
1	208	0.0	0
2	208	0.0	0
3	208	0.0	0
4	208	0.0	0
5	208	0.0	0
6	208	0.0	0
7	208	0.0	0
8	208	0.0	0
9	208	0.0	0
10	208	0.0	0
11	208	0.0	0
1	209	3.87	88.5
2	209	2.47	13.89
3	209	7.74	13.27
4	209	0.14	0
5	209	0.0	0
6	209	0.0	0
7	209	27.27	21.36
8	209	0.0	0
9	209	0.0	0
10	209	0.0	0
11	209	0.21	0
1	210	21.3	28.45
2	210	8.75	3.46
3	210	5.12	0
4	210	0.06	0
5	210	3.42	17.7
6	210	0.0	0
7	210	0.0	0
8	210	0.0	0
9	210	0.0	0
10	210	0.06	0
11	210	0.82	0
1	211	6.63	0
2	211	4.83	0
3	211	5.91	0
4	211	0.0	0
5	211	1.44	0
6	211	0.0	0
7	211	0.0	0
8	211	0.0	0
9	211	0.0	0
10	211	0.0	0
11	211	0.0	0
1	212	0.4	0
2	212	3.01	0
3	212	0.33	0
4	212	0.0	0
5	212	0.0	0
6	212	0.0	0
7	212	0.0	0
8	212	0.0	0
9	212	1.21	0
10	212	0.0	0
11	212	0.0	0
1	213	20.19	44.64
2	213	2.04	0
3	213	2.07	0
4	213	0.0	0
5	213	6.01	5.0
6	213	0.0	0
7	213	19.26	28.08
8	213	0.06	0
9	213	0.0	0
10	213	0.03	0
11	213	0.24	0
1	214	40.02	5.84
2	214	28.92	2.02
3	214	2.8	0
4	214	0.0	0
5	214	2.07	14.08
6	214	0.0	0
7	214	0.0	0
8	214	0.0	0
9	214	0.0	0
10	214	3.77	0
11	214	1.14	0
1	215	0.0	0
2	215	0.0	0
3	215	0.0	0
4	215	0.0	0
5	215	17.55	1.98
6	215	0.0	0
7	215	0.0	0
8	215	0.0	0
9	215	0.0	0
10	215	0.0	0
11	215	0.0	0
1	216	5.54	0
2	216	11.19	12.7
3	216	20.6	46.55
4	216	0.43	0
5	216	0.6	0
6	216	0.0	0
7	216	16.37	10.85
8	216	0.0	0
9	216	0.0	0
10	216	0.0	0
11	216	0.0	0
1	217	10.77	24.84
2	217	12.47	8.04
3	217	17.85	29.96
4	217	0.1	0
5	217	1.5	66.67
6	217	0.0	0
7	217	2.44	13.7
8	217	1.74	0
9	217	1.57	21.28
10	217	0.27	0
11	217	0.0	0
1	218	17.51	40.4
2	218	6.37	20.83
3	218	3.8	0
4	218	0.0	0
5	218	16.5	0
6	218	0.0	0
7	218	1.06	0
8	218	0.0	0
9	218	0.0	0
10	218	0.31	0
11	218	2.03	0
1	219	22.92	14.95
2	219	5.67	5.49
3	219	12.21	5.1
4	219	0.37	83.33
5	219	1.31	0
6	219	0.0	0
7	219	0.0	0
8	219	1.65	37.74
9	219	1.03	30.3
10	219	0.34	90.91
11	219	3.89	24.0
1	220	0.37	0
2	220	0.0	0
3	220	1.8	0
4	220	0.0	0
5	220	0.0	0
6	220	0.0	0
7	220	33.53	9.12
8	220	0.0	0
9	220	0.0	0
10	220	0.0	0
11	220	0.0	0
1	221	34.66	10.95
2	221	2.02	0
3	221	3.95	0
4	221	0.13	0
5	221	2.94	0
6	221	0.0	0
7	221	0.0	0
8	221	0.41	0
9	221	0.0	0
10	221	0.09	0
11	221	1.17	27.03
1	222	9.69	3.52
2	222	10.17	10.07
3	222	4.09	0
4	222	0.24	0
5	222	0.34	0
6	222	0.0	0
7	222	0.0	0
8	222	0.0	0
9	222	1.09	0
10	222	0.0	0
11	222	0.0	0
1	223	31.31	2.82
2	223	1.47	0
3	223	1.09	27.03
4	223	1.12	52.63
5	223	2.65	0
6	223	0.0	0
7	223	0.0	0
8	223	0.0	0
9	223	0.0	0
10	223	0.0	0
11	223	0.15	0
1	224	17.43	24.29
2	224	4.59	0
3	224	2.05	0
4	224	0.0	0
5	224	2.4	14.71
6	224	0.0	0
7	224	7.16	19.7
8	224	0.0	0
9	224	0.6	0
10	224	1.8	0
11	224	0.0	0
1	225	21.55	41.53
2	225	4.12	17.39
3	225	18.26	5.88
4	225	0.39	363.64
5	225	0.54	0
6	225	0.0	0
7	225	2.15	0
8	225	0.0	0
9	225	0.0	0
10	225	0.0	0
11	225	0.0	0
1	226	17.08	12.9
2	226	7.64	4.81
3	226	9.81	7.49
4	226	1.8	20.41
5	226	1.47	0
6	226	0.0	0
7	226	0.0	0
8	226	0.0	0
9	226	0.0	0
10	226	0.0	0
11	226	0.44	0
1	227	55.71	21.91
2	227	7.29	14.78
3	227	0.0	0
4	227	0.07	0
5	227	5.06	21.28
6	227	0.0	0
7	227	0.0	0
8	227	0.0	0
9	227	0.0	0
10	227	0.18	0
11	227	0.68	52.63
1	228	4.73	51.28
2	228	7.76	3.91
3	228	13.59	0
4	228	0.0	0
5	228	13.07	2.32
6	228	0.0	0
7	228	0.0	0
8	228	0.0	0
9	228	0.0	0
10	228	1.06	28.57
11	228	0.64	0
1	229	12.24	26.6
2	229	13.18	24.69
3	229	17.83	1.82
4	229	1.07	60.61
5	229	0.0	0
6	229	0.0	0
7	229	0.0	0
8	229	0.0	0
9	229	0.0	0
10	229	0.0	0
11	229	0.0	0
1	230	41.56	8.73
2	230	8.49	34.19
3	230	0.98	0
4	230	0.15	0
5	230	2.87	0
6	230	0.0	0
7	230	0.0	0
8	230	0.58	0
9	230	7.26	0
10	230	0.15	0
11	230	0.25	0
1	231	4.85	6.06
2	231	1.7	0
3	231	6.02	0
4	231	0.0	0
5	231	19.48	0
6	231	0.0	0
7	231	23.03	6.38
8	231	0.38	0
9	231	0.0	0
10	231	1.29	0
11	231	0.06	0
1	232	28.65	35.71
2	232	18.65	17.7
3	232	2.48	0
4	232	0.0	0
5	232	0.0	0
6	232	0.0	0
7	232	0.0	0
8	232	0.0	0
9	232	0.0	0
10	232	0.0	0
11	232	0.66	0
1	233	23.99	53.5
2	233	8.65	24.73
3	233	1.19	102.56
4	233	0.0	0
5	233	0.0	0
6	233	0.0	0
7	233	9.17	6.67
8	233	0.0	0
9	233	0.0	0
10	233	0.0	0
11	233	0.0	0
1	234	5.57	56.25
2	234	1.36	0
3	234	1.15	30.3
4	234	10.93	6.37
5	234	24.19	5.76
6	234	0.0	0
7	234	0.0	0
8	234	0.0	0
9	234	0.0	0
10	234	0.0	0
11	234	0.0	0
1	235	8.72	30.04
2	235	6.36	5.88
3	235	15.94	4.69
4	235	1.27	29.41
5	235	2.88	0
6	235	0.0	0
7	235	28.78	7.8
8	235	0.0	0
9	235	0.07	0
10	235	0.0	0
11	235	0.0	0
1	236	6.15	19.7
2	236	2.54	0
3	236	18.42	3.29
4	236	0.24	0
5	236	5.94	10.2
6	236	0.0	0
7	236	1.7	0
8	236	0.0	0
9	236	0.73	0
10	236	0.55	55.56
11	236	1.12	0
1	237	24.37	5.55
2	237	15.92	8.49
3	237	6.12	5.52
4	237	0.24	0
5	237	3.89	8.7
6	237	0.0	0
7	237	0.0	0
8	237	0.0	0
9	237	0.0	0
10	237	0.0	0
11	237	0.98	0
1	238	28.75	5.55
2	238	3.0	53.1
3	238	0.03	0
4	238	0.0	0
5	238	21.79	1.22
6	238	0.0	0
