character	episode	value
17	107	0
18	108	7.56
1	108	34.01
2	108	46.15
3	108	11.03
4	108	0
5	108	0
6	108	0
7	108	12.95
8	108	0
9	108	9.09
10	108	200.0
11	108	333.33
12	108	0
13	108	0
14	108	0
15	108	0
16	108	0
17	108	0
18	109	11.88
1	109	12.78
2	109	12.14
3	109	6.54
4	109	0
5	109	0
6	109	0
7	109	18.02
8	109	0
9	109	71.43
10	109	0
11	109	0
12	109	11.83
13	109	0
14	109	0
15	109	0
16	109	0
17	109	0
18	110	6.65
1	110	22.99
2	110	14.66
3	110	3.25
4	110	0
5	110	4.15
6	110	0
7	110	0
8	110	27.78
9	110	0
10	110	0
11	110	0
12	110	0
13	110	0
14	110	0
15	110	23.81
16	110	0
17	110	0
18	111	10.06
1	111	16.81
2	111	10.36
3	111	5.35
4	111	52.63
5	111	0
6	111	0
7	111	0
8	111	0
9	111	0
10	111	0
11	111	0
12	111	0
13	111	0
14	111	0
15	111	0
16	111	0
17	111	0
18	112	12.44
1	112	19.28
2	112	16.95
3	112	12.05
4	112	0
5	112	0
6	112	0
7	112	0
8	112	0
9	112	0
10	112	0
11	112	21.58
12	112	0
13	112	0
14	112	0
15	112	0
16	112	0
17	112	0
18	113	13.05
1	113	20.0
2	113	14.78
3	113	0
4	113	0
5	113	0
6	113	0
7	113	0
8	113	0
9	113	0
10	113	0
11	113	0
12	113	0
13	113	0
14	113	0
15	113	0
16	113	0
17	113	0
18	114	15.25
1	114	18.4
2	114	26.79
3	114	17.83
4	114	52.63
5	114	0
6	114	0
7	114	0
8	114	0
9	114	0
10	114	0
11	114	0
12	114	0
13	114	0
14	114	0
15	114	0
16	114	0
17	114	0
18	115	7.09
1	115	0
2	115	23.81
3	115	5.85
4	115	0
5	115	0
6	115	5.78
7	115	10.27
8	115	0
9	115	43.48
10	115	0
11	115	0
12	115	0
13	115	0
14	115	0
15	115	0
16	115	0
17	115	0
18	116	8.87
1	116	21.91
2	116	32.26
3	116	0
4	116	0
5	116	2.97
6	116	0
7	116	0
8	116	0
9	116	0
10	116	0
11	116	0
12	116	0
13	116	0
14	116	0
15	116	0
16	116	0
17	116	0
18	117	8.63
1	117	17.42
2	117	5.21
3	117	4.15
4	117	27.78
5	117	0
6	117	0
7	117	0
8	117	0
9	117	0
10	117	0
11	117	0
12	117	0
