character	episode	value
10	190	0
11	190	0
1	191	13.93
2	191	3.53
3	191	9.48
4	191	30.3
5	191	0
6	191	0
7	191	0
8	191	0
9	191	0
10	191	0
11	191	0
1	192	18.04
2	192	0
3	192	11.49
4	192	0
5	192	0
6	192	0
7	192	0
8	192	0
9	192	0
10	192	0
11	192	0
1	193	60.38
2	193	59.83
3	193	43.38
4	193	222.22
5	193	11.83
6	193	0
7	193	58.82
8	193	0
9	193	0
10	193	0
11	193	0
1	194	3.84
2	194	0
3	194	12.5
4	194	0
5	194	8.58
6	194	0
7	194	0
8	194	7.32
9	194	0
10	194	0
11	194	0
1	195	0
2	195	26.09
3	195	0
4	195	0
5	195	0
6	195	0
7	195	0
8	195	0
9	195	0
10	195	0
11	195	0
1	196	0
2	196	34.09
3	196	16.13
4	196	125.0
5	196	4.46
6	196	0
7	196	37.04
8	196	0
9	196	0
10	196	0
11	196	0
1	197	34.26
2	197	35.56
3	197	31.65
4	197	80.0
5	197	5.62
6	197	0
7	197	7.04
8	197	0
9	197	0
10	197	0
11	197	0
1	198	30.45
2	198	0
3	198	0
4	198	0
5	198	0
6	198	0
7	198	8.51
8	198	0
9	198	0
10	198	0
11	198	0
1	199	13.91
2	199	8.22
3	199	25.16
4	199	0
5	199	0
6	199	0
7	199	0
8	199	8.47
9	199	0
10	199	0
11	199	0
1	200	14.97
2	200	0
3	200	4.22
4	200	0
5	200	0
6	200	0
7	200	0
8	200	0
9	200	0
10	200	0
11	200	0
1	201	10.75
2	201	7.07
3	201	8.73
4	201	0
5	201	0
6	201	0
7	201	0
8	201	0
9	201	0
10	201	0
11	201	0
1	202	20.13
2	202	17.54
3	202	0
4	202	0
5	202	0
6	202	0
7	202	0
8	202	0
9	202	0
10	202	0
11	202	0
1	203	35.19
2	203	0
3	203	22.22
4	203	137.93
5	203	22.84
6	203	0
7	203	0
8	203	0
9	203	0
10	203	0
11	203	0
1	204	13.94
2	204	11.3
3	204	17.24
4	204	166.67
5	204	0
6	204	0
7	204	2.02
8	204	0
9	204	0
10	204	0
11	204	0
1	205	24.39
2	205	0
3	205	5.69
4	205	0
5	205	0
6	205	0
7	205	39.74
8	205	0
9	205	0
10	205	0
11	205	0
1	206	0
2	206	0
3	206	0
4	206	0
5	206	0
6	206	0
7	206	0
8	206	0
9	206	0
10	206	0
11	206	0
1	207	0
2	207	0
3	207	0
4	207	0
5	207	0
6	207	0
7	207	0
8	207	0
9	207	0
10	207	0
11	207	0
1	208	0
2	208	0
3	208	0
4	208	0
5	208	0
6	208	0
7	208	0
8	208	0
9	208	0
10	208	0
11	208	0
1	209	87.72
2	209	13.89
3	209	13.27
4	209	0
5	209	0
6	209	0
7	209	20.68
8	209	0
9	209	0
10	209	0
11	209	0
1	210	26.65
2	210	3.42
3	210	0
4	210	0
5	210	17.7
6	210	0
7	210	0
8	210	0
9	210	0
10	210	0
11	210	0
1	211	0
2	211	14.81
3	211	0
4	211	0
5	211	0
6	211	0
7	211	0
8	211	0
9	211	0
10	211	0
11	211	0
1	212	0
2	212	0
3	212	0
4	212	0
5	212	0
6	212	0
7	212	0
8	212	0
9	212	0
10	212	0
11	212	0
1	213	45.26
2	213	0
3	213	0
4	213	0
5	213	10.0
6	213	0
7	213	27.61
8	213	0
9	213	0
10	213	0
11	213	0
1	214	7.19
2	214	1.99
3	214	0
4	214	0
5	214	14.08
6	214	0
7	214	0
8	214	0
9	214	0
10	214	0
11	214	0
1	215	0
2	215	0
3	215	0
4	215	0
5	215	27.18
6	215	0
7	215	0
8	215	0
9	215	0
10	215	0
11	215	0
1	216	0
2	216	9.49
3	216	47.95
4	216	83.33
5	216	0
6	216	0
7	216	10.71
8	216	0
9	216	0
10	216	0
11	216	0
1	217	24.62
2	217	7.83
3	217	29.52
4	217	0
5	217	66.67
6	217	0
7	217	13.7
8	217	0
9	217	42.55
10	217	0
11	217	0
1	218	46.0
2	218	34.72
3	218	34.88
4	218	0
5	218	0
6	218	0
7	218	0
8	218	0
9	218	0
10	218	0
11	218	21.28
1	219	14.51
2	219	5.38
3	219	7.58
4	219	83.33
5	219	0
6	219	0
7	219	0
8	219	37.74
9	219	30.3
10	219	90.91
11	219	23.81
1	220	0
2	220	0
3	220	0
4	220	0
5	220	0
6	220	0
7	220	3.99
8	220	0
9	220	0
10	220	0
11	220	0
1	221	9.79
2	221	0
3	221	8.0
4	221	0
5	221	0
6	221	0
7	221	0
8	221	0
9	221	0
10	221	0
11	221	0
1	222	3.5
2	222	9.97
3	222	0
4	222	0
5	222	0
6	222	0
7	222	0
8	222	0
9	222	0
10	222	0
11	222	0
1	223	3.69
2	223	0
3	223	27.03
4	223	52.63
5	223	0
6	223	0
7	223	0
8	223	0
9	223	0
10	223	0
11	223	0
1	224	26.32
2	224	0
3	224	0
4	224	0
5	224	0
6	224	0
7	224	19.42
8	224	0
9	224	0
10	224	0
11	224	0
1	225	57.57
2	225	26.09
3	225	5.85
4	225	363.64
5	225	0
6	225	0
7	225	0
8	225	0
9	225	0
10	225	0
11	225	0
1	226	12.66
2	226	9.48
3	226	7.43
4	226	20.41
5	226	0
6	226	0
7	226	0
8	226	0
9	226	0
10	226	0
11	226	0
1	227	26.4
2	227	14.78
3	227	0
4	227	0
5	227	27.97
6	227	0
7	227	0
8	227	0
9	227	0
10	227	0
11	227	50.0
1	228	12.74
2	228	23.17
3	228	19.87
4	228	0
5	228	8.93
6	228	0
7	228	0
8	228	0
9	228	0
10	228	85.71
11	228	0
1	229	23.62
2	229	12.25
3	229	1.81
4	229	58.82
5	229	0
6	229	0
7	229	0
8	229	0
9	229	0
10	229	0
11	229	0
1	230	11.07
2	230	25.21
3	230	0
4	230	0
5	230	0
6	230	0
7	230	0
8	230	0
9	230	0
10	230	0
11	230	0
1	231	41.92
2	231	17.24
3	231	24.39
4	231	0
5	231	0
6	231	0
7	231	5.04
8	231	76.92
9	231	0
10	231	22.73
11	231	0
1	232	20.09
2	232	5.25
3	232	0
4	232	0
5	232	0
6	232	0
7	232	0
8	232	0
9	232	0
10	232	0
11	232	0
1	233	36.39
2	233	20.91
3	233	102.56
4	233	0
5	233	0
6	233	0
7	233	6.47
8	233	0
9	233	0
10	233	0
11	233	0
1	234	100.0
2	234	50.0
3	234	121.21
4	234	15.92
5	234	9.94
6	234	0
7	234	0
8	234	0
9	234	0
10	234	0
11	234	0
1	235	29.79
2	235	5.68
3	235	4.63
4	235	29.41
5	235	0
6	235	0
7	235	7.52
8	235	0
9	235	0
10	235	0
11	235	0
1	236	19.14
2	236	0
3	236	6.44
4	236	0
5	236	10.05
6	236	0
7	236	0
8	236	0
9	236	0
10	236	55.56
11	236	0
1	237	8.24
2	237	10.46
3	237	10.87
4	237	0
5	237	8.55
6	237	0
7	237	0
8	237	0
9	237	0
10	237	0
11	237	0
1	238	4.69
2	238	45.05
3	238	0
4	238	0
5	238	1.24
6	238	0
7	238	0
8	238	0
9	238	0
10	238	333.33
11	238	0
1	239	14.85
2	239	0
3	239	6.6
4	239	0
5	239	0
6	239	0
7	239	11.18
8	239	0
9	239	0
10	239	0
11	239	0
1	240	5.49
2	240	0
3	240	0
4	240	0
5	240	0
6	240	0
7	240	0
8	240	0
9	240	0
10	240	0
11	240	0
1	241	0
2	241	0
3	241	0
4	241	0
5	241	0
6	241	0
7	241	0
8	241	0
9	241	0
10	241	0
11	241	0
1	242	58.82
2	242	6.16
3	242	0
4	242	0
5	242	0
6	242	0
7	242	0
8	242	0
9	242	0
10	242	0
11	242	0
1	243	8.95
2	243	18.03
3	243	26.63
4	243	0
5	243	0
6	243	0
7	243	0
8	243	0
9	243	0
10	243	0
11	243	28.57
1	244	12.31
2	244	8.33
3	244	0
4	244	0
5	244	37.04
6	244	0
7	244	0
8	244	0
9	244	0
10	244	0
11	244	0
1	245	12.55
2	245	0
3	245	23.26
4	245	27.03
5	245	0
6	245	0
7	245	0
8	245	0
9	245	0
10	245	0
11	245	0
1	246	21.74
2	246	0
3	246	8.65
4	246	0
5	246	0
6	246	0
7	246	0
8	246	0
9	246	0
10	246	0
11	246	0
1	247	19.05
2	247	0
3	247	0
4	247	0
5	247	3.26
6	247	0
7	247	0
8	247	14.32
9	247	0
10	247	15.38
11	247	47.62
1	248	22.98
2	248	7.01
3	248	11.36
4	248	0
5	248	18.52
6	248	0
7	248	0
8	248	0
9	248	0
10	248	0
11	248	0
1	249	6.85
2	249	8.47
3	249	0
4	249	117.65
5	249	0
6	249	0
7	249	3.34
8	249	5.78
9	249	7.19
10	249	0
11	249	21.51
1	250	24.5
2	250	0
3	250	13.16
4	250	0
5	250	0
6	250	0
7	250	0
8	250	0
9	250	13.51
10	250	0
11	250	0
1	251	0
2	251	0
3	251	0
4	251	0
5	251	0
6	251	0
7	251	19.61
8	251	0
9	251	0
10	251	0
11	251	0
1	252	46.29
2	252	17.39
3	252	0
4	252	43.48
5	252	4.84
6	252	0
7	252	10.0
8	252	0
9	252	0
10	252	0
11	252	0
1	253	23.08
2	253	4.48
3	253	2.49
4	253	333.33
5	253	0
6	253	0
7	253	7.09
8	253	0
9	253	0
10	253	0
11	253	0
1	254	45.45
2	254	29.93
3	254	42.33
4	254	30.3
5	254	5.55
6	254	0
7	254	0
8	254	0
9	254	0
10	254	200.0
11	254	0
1	255	15.12
2	255	9.43
3	255	3.97
4	255	0
5	255	0
6	255	0
7	255	0
8	255	0
9	255	0
10	255	0
11	255	0
1	256	13.02
2	256	5.63
3	256	0
4	256	0
5	256	0
6	256	0
7	256	3.7
8	256	0
9	256	0
10	256	0
11	256	0
1	257	8.04
2	257	6.02
3	257	21.16
4	257	0
5	257	105.26
6	257	0
7	257	6.92
8	257	0
9	257	0
10	257	0
11	257	0
