episode	words
80	0.0
81	0.0
82	0.26
83	0.0
84	0.32
85	0.0
86	0.0
87	0.0
88	0.59
89	0.3
90	0.0
91	0.6
92	0.6
93	3.9
94	0.0
95	0.47
96	0.37
