episode	words
1	13.96
2	7.03
3	13.16
4	24.42
5	9.03
6	11.43
7	16.69
8	20.03
9	15.48
10	13.68
11	10.83
12	20.94
13	18.8
14	23.05
15	11.02
16	16.24
17	11.01
18	19.39
