episode	words
32	0.27
33	0.27
34	0.26
35	0.92
36	0.3
37	0.0
38	0.0
39	0.0
40	0.0
41	0.0
42	1.71
43	1.67
44	0.88
45	0.86
46	0.35
47	0.27
48	0.28
