episode	words
14	0.0
15	0.0
16	0.0
17	0.29
18	0.0
19	0.26
20	0.0
21	0.31
22	0.0
23	0.26
24	0.57
25	0.25
26	0.31
27	0.0
28	0.0
29	0.0
30	0.0
31	0.0
