episode	words
80	1.05
81	1.54
82	1.57
83	1.53
84	0.96
85	0.0
86	0.86
87	0.3
88	0.29
89	0.9
90	2.38
91	1.49
92	1.81
93	0.3
94	0.27
95	1.17
96	1.5
