season	words	profanities
1	1.13	0.88
2	1.94	0.41
3	0.93	1.11
4	0.73	1.14
5	1.37	0.3
6	0.86	0.8
7	0.73	0.84
8	0.11	0.0
9	0.61	0.0
10	0.54	0.47
11	0.25	0.0
12	0.26	0.0
13	0.19	0.0
14	1.05	2.04
15	0.03	9.09
16	0.35	2.05
17	0.16	0.0
18	0.1	3.12
