season	words	profanities
1	15.55	3.51
2	9.97	3.03
3	13.82	2.16
4	16.37	2.07
5	16.47	1.88
6	15.21	2.27
7	18.11	1.43
8	15.28	2.35
9	16.58	1.83
10	19.01	1.58
11	17.82	2.59
12	15.73	1.89
13	20.15	1.84
14	11.41	2.37
15	16.62	2.0
16	18.97	2.68
17	17.18	1.23
18	18.1	2.38
