season	words	profanities
1	0.0	0
2	0.0	0
3	0.0	0
4	0.32	1.02
5	1.53	0.67
6	0.66	0.52
7	0.55	1.12
8	0.89	0.0
9	0.5	0.0
10	0.12	0.0
11	0.25	0.0
12	0.37	1.44
13	0.0	0
14	0.0	0.0
15	0.21	1.12
16	0.29	0.0
17	0.0	0
18	0.08	0.0
