season	words
1	3.52
2	3.67
3	2.22
4	0.89
5	0.77
6	0.15
7	0.36
8	0.13
9	0.15
10	0.41
11	0.24
12	0.04
13	0.0
14	0.27
15	0.0
16	0.18
17	0.38
18	0.05
