season	words	profanities
1	3.52	2.26
2	3.67	1.24
3	2.22	1.16
4	0.89	0.56
5	0.77	1.33
6	0.15	4.6
7	0.36	1.14
8	0.13	0.0
9	0.15	1.67
10	0.41	3.68
11	0.24	3.23
12	0.04	0.0
13	0.0	0
14	0.27	2.68
15	0.0	0
16	0.18	0.0
17	0.38	0.0
18	0.05	0.0
