word	count
ass	5
hell	4
gay	4
crack	3
asshole	3
butt	3
fat	3
fuck	2
bitch	2
dick	2
asspussy	1
fatso	1
jewpa	1
shit	1
metrosexual	1
ginger	1
balls	1
pussy	1
crap	1
tampon	1
assholes	1
dickfart	1
titty	1
buttpipe	1
fags	1
dickshit	1
shitballs	1
assholelicking	1
