season	words	profanities
1	0.0	0
2	0.0	0
3	0.0	0
4	0.01	0.0
5	0.11	1.85
6	0.53	0.65
7	0.29	0.7
8	1.05	0.0
9	1.05	0.69
10	0.53	0.0
11	0.8	0.95
12	1.48	1.6
13	0.34	2.74
14	0.28	0.84
15	0.29	0.0
16	1.89	1.01
17	0.23	1.35
18	3.08	0.0
