word	count
hell	6
poo	5
scraping	3
queefed	2
anus	2
sexy	2
helicrapter	1
goddamn	1
ass	1
queef	1
sex	1
dyke	1
fuck	1
freak	1
farts	1
balls	1
fat	1
asses	1
dick	1
lame	1
turd	1
vaginal	1
