word	count
jakovasaurs	7
hell	5
shit	2
asshole	1
shits	1
scuzzlebutt	1
sex	1
goddamned	1
fuck	1
smartass	1
analysis	1
fuckin	1
crap	1
bitch	1
chickenfucker	1
