season	words	profanities
1	100.0	1.91
2	100.0	1.53
3	100.0	1.55
4	100.0	1.28
5	100.0	1.61
6	100.0	1.41
7	100.0	1.12
8	100.0	1.36
9	100.0	1.3
10	100.0	1.05
11	100.0	1.41
12	100.0	1.15
13	100.0	1.9
14	100.0	1.49
15	100.0	1.58
16	100.0	1.26
17	100.0	1.24
18	100.0	1.22
