season	words
1	15.55
2	9.97
3	13.82
4	16.37
5	16.47
6	15.21
7	18.11
8	15.28
9	16.58
10	19.01
11	17.82
12	15.73
13	20.15
14	11.41
15	16.62
16	18.97
17	17.18
18	18.1
