season	words	profanities
1	0.0	0
2	0.01	0.0
3	1.63	0.63
4	1.78	1.12
5	4.37	0.61
6	7.39	0.79
7	3.73	0.49
8	6.16	0.65
9	2.98	0.81
10	1.58	1.27
11	3.37	0.98
12	5.12	1.59
13	6.35	1.87
14	2.81	1.43
15	3.8	0.62
16	6.03	0.63
17	5.94	0.68
18	4.4	1.13
