episode	words
14	0.0
15	0.0
16	0.33
17	0.0
18	0.0
19	0.0
20	0.0
21	0.0
22	2.38
23	0.0
24	0.0
25	0.0
26	0.0
27	0.0
28	0.0
29	1.55
30	0.0
31	0.28
