episode	words
32	0.0
33	0.0
34	0.26
35	0.61
36	0.89
37	0.56
38	0.0
39	0.0
40	0.0
41	0.0
42	0.0
43	1.67
44	0.0
45	0.0
46	0.35
47	0.0
48	3.35
