episode	words
14	0.0
15	0.27
16	0.0
17	0.0
18	0.0
19	0.0
20	0.33
21	0.0
22	0.6
23	0.26
24	0.57
25	0.0
26	0.62
27	0.0
28	0.61
29	0.0
30	0.26
31	0.28
