episode	words
14	0.85
15	0.27
16	0.0
17	0.29
18	0.0
19	0.0
20	0.65
21	0.31
22	0.3
23	0.26
24	0.0
25	0.5
26	0.31
27	0.26
28	0.0
29	0.26
30	0.0
31	0.28
