episode	words
80	1.57
81	1.05
82	1.54
83	0.96
84	1.53
85	0.0
86	0.86
87	0.3
88	0.29
89	0.9
90	2.38
91	1.49
92	1.81
93	0.3
94	0.27
95	1.17
96	1.5
