episode	words
49	0.0
50	0.75
51	0.0
52	0.0
53	0.27
54	0.0
55	2.44
56	0.0
57	0.0
58	0.0
59	0.0
60	0.28
61	0.0
62	0.0
63	0.0
64	0.0
65	0.3
