season	words
1	0.0
2	12.5
3	16.31
4	7.14
5	0.0
6	10.87
7	6.13
8	6.85
9	9.77
10	1.72
11	15.82
12	10.28
13	0.0
14	0.0
15	13.07
16	23.95
17	0.0
18	0.0
