season	words
1	3.36
2	2.05
3	1.86
4	0.51
5	1.49
6	2.15
7	0.68
8	0.92
9	1.17
10	0.53
11	0.43
12	0.5
13	0.35
14	3.12
15	1.28
16	1.39
17	0.72
18	1.54
