season	words
1	0.0
2	47.62
3	0.0
4	0.0
5	4.68
6	0.0
7	0.0
8	1.18
9	0
10	20.62
11	7.55
12	0.0
13	0
14	0.0
15	8.02
16	10.58
17	12.45
18	0
